Model,From,To,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,p_CC,p_DQ,UC Test,CC Test,DQ Test,Valid(CC&DQ)
Historical Simulation,2015-01-02,2024-12-27,2506,25.060000000000024,31,0.012370311252992818,0.002370311252992809,0.002370311252992809,0.00029621351418001457,0.01798567032220443,0.017750208836498752,0.0238249725724447,0.013827826462578,0.01904978932515955,0.0224104367380604,0,0.25014081942075206,0.011718591563963154,0.0,PASS,FAIL,FAIL,NO
