Model,From,To,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,p_CC,p_DQ,UC Test,CC Test,DQ Test,Valid(CC&DQ)
GARCH-Normal,2015-01-02,2024-12-27,2506,25.060000000000024,51,0.020351157222665603,0.010351157222665594,0.010351157222665594,0.00024144372442609267,0.014814882400699203,0.014626971246001505,0.0846016330364531,0.0080225735945042,0.023553538862204442,0.0846016330364531,0,4.919064038211296e-06,2.034859550803514e-05,0.0017900591972089819,FAIL,FAIL,FAIL,NO
