Model,From,To,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,p_CC,p_DQ,UC Test,CC Test,DQ Test,Valid(CC&DQ)
GARCH-t,2015-01-02,2024-12-27,2506,25.060000000000024,18,0.007182761372705506,0.0028172386272945025,-0.0028172386272945025,0.0002374573072437969,0.019768990493192303,0.019691445313973426,0.1134502062017333,0.0088103952633223,0.033657840487722204,0.1134502062017333,0,0.1355617607281625,0.2882022114452272,0.6545238437857953,PASS,PASS,PASS,YES
