Model,From,To,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,p_CC,p_DQ,UC Test,CC Test,DQ Test,Valid(CC&DQ)
CAViaR-AS,2015-01-02,2024-12-27,2506,25.060000000000024,27,0.01077414205905826,0.0007741420590582516,0.0007741420590582516,0.0002620878135071806,0.018400585170973163,0.018244040900031445,0.1996858883172695,0.0073011507598673,0.0275061101966578,0.1996858883172695,0,0.7004839613559659,0.5387715181787406,0.023206902792217154,PASS,PASS,FAIL,NO
