Model,From,To,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,p_CC,p_DQ,UC Test,CC Test,DQ Test,Valid(CC&DQ)
MLP-VaR,2015-01-02,2024-12-27,2506,25.060000000000024,28,0.0111731843575419,0.001173184357541891,0.001173184357541891,0.00032208178048940373,0.020070851672566115,0.019825046986649143,0.0522943213582038,0.0077108792029321,0.019652827268102684,0.0400788858532905,0,0.5623493336834248,0.10067141727775775,4.010680676458378e-12,PASS,PASS,FAIL,NO
