Model,w,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,UC Test,p_CC,CC Test,p_DQ,DQ Test,p_Mean,Valid(CC&DQ)
Softplus + dynamic SiLU LayerNorm small,1,3762,37.62000000000003,57,0.015151515151515152,0.005151515151515143,0.005151515151515143,0.000303942373925745,0.017920580660741505,0.017666729424071558,0.04303336888551712,0.008185606449842453,0.017276600622887394,0.03660595789551735,0,0.003165072635452182,FAIL,9.028822772616518e-05,FAIL,0.0,FAIL,0.0010851202877261157,NO
