w,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,UC Test,p_CC,CC Test,p_DQ,DQ Test,p_Mean,Valid(CC&DQ)
1,2506,25.060000000000024,28,0.0111731843575419,0.001173184357541891,0.001173184357541891,0.00030996178028412733,0.018363826251848795,0.018107814856649564,0.03008941560983658,0.007403301075100899,0.017325955213036433,0.03008941560983658,0,0.5623493336834248,PASS,0.010752010859284677,FAIL,0.0,FAIL,0.19103378151423647,NO
