,VaR_pred,loss_real,viol,year,exceedance,exceedance_ratio
2010-02-03,0.014418556354939938,0.026196617633104324,1,2010,0.011778061278164387,1.8168682764227715
2010-05-03,0.014211532659828663,0.017654238268733025,1,2010,0.0034427056089043617,1.242247313594526
2010-10-18,0.013092056848108768,0.01709473505616188,1,2010,0.004002678208053112,1.3057333354484575
2011-05-10,0.013678736053407192,0.014313003048300743,1,2011,0.0006342669948935509,1.046368830600804
2011-08-05,0.012403953820466995,0.013371645472943783,1,2011,0.0009676916524767876,1.0780147738763797
2011-09-27,0.01367051713168621,0.015219097025692463,1,2011,0.0015485798940062523,1.1132788086280128
2012-06-20,0.01281264889985323,0.019406957551836967,1,2012,0.006594308651983738,1.5146717672142938
2012-07-05,0.00952907558530569,0.013480061665177345,1,2012,0.0039509860798716545,1.4146242775074922
2012-11-01,0.010631587356328964,0.01188693568110466,1,2012,0.0012553483247756958,1.1180772242847057
2012-11-06,0.009270993992686272,0.013013158924877644,1,2012,0.003742164932191372,1.4036422561748505
2013-04-12,0.013554543256759644,0.02981555461883545,1,2013,0.016261011362075806,2.199672394270198
2013-06-19,0.018481150269508362,0.026507526636123657,1,2013,0.008026376366615295,1.4343006928447433
2014-11-26,0.024126429110765457,0.02523237094283104,1,2014,0.0011059418320655823,1.0458394330544383
2015-08-31,0.014678063802421093,0.019678598269820213,1,2015,0.00500053446739912,1.3406807965076635
2015-12-04,0.012481924146413803,0.014805969782173634,1,2015,0.0023240456357598305,1.186192898506562
2016-01-22,0.013411909341812134,0.013853033073246479,1,2016,0.00044112373143434525,1.0328904498376772
2016-09-08,0.012298583984375,0.013827618211507797,1,2016,0.0015290342271327972,1.1243260385972396
2016-09-22,0.009216859936714172,0.009343475103378296,1,2016,0.00012661516666412354,1.0137373430358607
2016-11-10,0.015487608499825,0.016854876652359962,1,2016,0.0013672681525349617,1.0882814252794686
2017-06-06,0.008885611779987812,0.010987741872668266,1,2017,0.0021021300926804543,1.2365768553398737
2018-11-12,0.01129970420151949,0.01678679883480072,1,2018,0.005487094633281231,1.485596307250536
2018-11-19,0.00862638559192419,0.015748405829072,1,2018,0.007122020237147808,1.8256088440812648
2018-11-21,0.01227462850511074,0.017480768263339996,1,2018,0.005206139758229256,1.4241382748212374
2018-12-21,0.016266684979200363,0.018188942223787308,1,2018,0.0019222572445869446,1.1181714188874297
2019-07-31,0.0160896647721529,0.018301527947187424,1,2019,0.002211863175034523,1.1374710540186452
2020-01-07,0.01209668256342411,0.012212520465254784,1,2020,0.00011583790183067322,1.0095760057539183
2020-02-24,0.01372608169913292,0.01452048309147358,1,2020,0.0007944013923406601,1.0578753215778136
2020-03-05,0.009799003601074219,0.020593872293829918,1,2020,0.0107948686927557,2.101629219890511
2020-03-06,0.02042044699192047,0.06714586168527603,1,2020,0.04672541469335556,3.2881680656570778
2020-03-13,0.024738535284996033,0.04488958418369293,1,2020,0.0201510488986969,1.814561115545048
2020-03-17,0.02367713488638401,0.07843015342950821,1,2020,0.0547530185431242,3.312484969395979
2020-04-24,0.020583948120474815,0.05499166622757912,1,2020,0.0344077181071043,2.671580102404116
2020-10-27,0.017423860728740692,0.022409971803426743,1,2020,0.00498611107468605,1.2861656869456866
2021-02-25,0.010513708926737309,0.01112786028534174,1,2021,0.0006141513586044312,1.0584143391151517
2021-11-24,0.019132638350129128,0.03052397072315216,1,2021,0.011391332373023033,1.5953874298233497
2021-11-29,0.013571244664490223,0.014688014052808285,1,2021,0.0011167693883180618,1.0822893858247313
2022-03-08,0.02152859792113304,0.02679738961160183,1,2022,0.005268791690468788,1.244734548425785
2022-04-18,0.0108411256223917,0.01224435493350029,1,2022,0.0014032293111085892,1.1294357578709633
2022-05-06,0.01856882870197296,0.020313072949647903,1,2022,0.001744244247674942,1.093933994204471
2022-07-11,0.013837791047990322,0.02102663367986679,1,2022,0.007188842631876469,1.5195079624302112
2023-06-21,0.00885759573429823,0.009722841903567314,1,2023,0.0008652461692690849,1.0976840889135067
