,VaR_pred,loss_real,viol,year,exceedance,exceedance_ratio
2010-02-03,0.018099285662174225,0.026196617633104324,1,2010,0.0080973319709301,1.4473840637729007
2010-05-03,0.016556033864617348,0.017654238268733025,1,2010,0.0010982044041156769,1.066332577783783
2010-10-18,0.01478725578635931,0.01709473505616188,1,2010,0.0023074792698025703,1.1560451312359885
2012-06-20,0.01608521305024624,0.019406957551836967,1,2012,0.0033217445015907288,1.206509201414642
2012-07-05,0.011438199318945408,0.013480061665177345,1,2012,0.0020418623462319374,1.1785125690938034
2012-11-06,0.011235011741518974,0.013013158924877644,1,2012,0.0017781471833586693,1.158268386742092
2013-04-12,0.017695557326078415,0.02981555461883545,1,2013,0.012119997292757034,1.684917523049442
2013-06-19,0.022189883515238762,0.026507526636123657,1,2013,0.004317643120884895,1.1945770971677152
2015-08-31,0.011690751649439335,0.019678598269820213,1,2015,0.007987846620380878,1.6832620228284432
2017-06-06,0.010045681148767471,0.010987741872668266,1,2017,0.000942060723900795,1.0937776851514323
2018-11-12,0.009273836389183998,0.01678679883480072,1,2018,0.007512962445616722,1.8101245407325743
2018-11-19,0.01125836931169033,0.015748405829072,1,2018,0.004490036517381668,1.3988176611615821
2018-11-21,0.013300931081175804,0.017480768263339996,1,2018,0.004179837182164192,1.3142514728220585
2020-03-05,0.01219533383846283,0.020593872293829918,1,2020,0.008398538455367088,1.6886681878997818
2020-03-06,0.023432208225131035,0.06714586168527603,1,2020,0.043713653460145,2.865537086396412
2020-03-13,0.028216322883963585,0.04488958418369293,1,2020,0.016673261299729347,1.5909083677662832
2020-03-17,0.025220351293683052,0.07843015342950821,1,2020,0.05320980213582516,3.109796232265513
2020-04-24,0.024165404960513115,0.05499166622757912,1,2020,0.030826261267066002,2.2756360308232737
2020-10-27,0.0190898347645998,0.022409971803426743,1,2020,0.0033201370388269424,1.1739217274412352
2021-11-24,0.02297179214656353,0.03052397072315216,1,2021,0.007552178576588631,1.3287587894059194
2022-07-11,0.018041817471385002,0.02102663367986679,1,2022,0.0029848162084817886,1.1654387765099508
