Model,w,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,UC Test,p_CC,CC Test,p_DQ,DQ Test,p_Mean,Valid(CC&DQ)
Softplus + dynamic features,1,3762,37.62000000000003,18,0.004784688995215311,0.005215311004784698,-0.005215311004784698,0.0002689177821269118,0.02126504783226416,0.021152370334798463,0.07366997748613358,0.013304420746862888,0.024382277918734634,0.07366997748613358,0,0.0003456442210234556,FAIL,0.00033950429186757614,FAIL,1.0590157417667001e-07,FAIL,0.00022841813815506948,NO
