Model,w,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,UC Test,p_CC,CC Test,p_DQ,DQ Test,p_Mean,Valid(CC&DQ)
Softplus + dynamic features + ReLU LayerNorm,1,3762,37.62000000000003,21,0.005582137161084529,0.0044178628389154794,-0.0044178628389154794,0.00032195172275713063,0.02612446232754486,0.026002630612187598,0.07822532206773758,0.007938995957374573,0.031421246760305895,0.07822532206773758,0,0.0029672554173576504,FAIL,0.0033048794948183913,FAIL,8.498884929153405e-10,FAIL,0.0020907119206881783,NO
