,VaR_pred,loss_real,viol,year
2010-01-04,0.010739916004240513,-0.001400684122927487,0,2010
2010-01-05,0.012838510796427727,-0.00640800641849637,0,2010
2010-01-06,0.011526788584887981,0.0021468966733664274,0,2010
2010-01-07,0.014492848888039589,-0.0032343596685677767,0,2010
2010-01-08,0.01543422695249319,-0.003497055498883128,0,2010
2010-01-11,0.02080809883773327,0.008993388153612614,0,2010
2010-01-12,0.027004633098840714,0.00016848645464051515,0,2010
2010-01-13,0.029709646478295326,-0.0015270801959559321,0,2010
2010-01-14,0.026942919939756393,0.008526680059731007,0,2010
2010-01-15,0.04162369668483734,-0.004884980618953705,0,2010
2010-01-19,0.017471399158239365,0.012289252132177353,0,2010
2010-01-20,0.019590534269809723,0.009025524370372295,0,2010
2010-01-21,0.018541280180215836,0.010230769403278828,0,2010
2010-01-22,0.01044313982129097,-0.00362420198507607,0,2010
2010-01-25,0.023044835776090622,0.0023791873827576637,0,2010
2010-01-26,0.014393015764653683,0.005499556660652161,0,2010
2010-01-27,0.02003011666238308,0.003571793669834733,0,2010
2010-01-28,0.011632674373686314,0.004813417326658964,0,2010
2010-01-29,0.015398016199469566,-0.011087266728281975,0,2010
2010-02-01,0.011416435241699219,-0.013360830023884773,0,2010
2010-02-02,0.012080783024430275,0.004857221618294716,0,2010
2010-02-03,0.014432897791266441,0.026196617633104324,1,2010
2010-02-04,0.012627880088984966,0.007062164135277271,0,2010
2010-02-05,0.014491901732981205,-0.0021781274117529392,0,2010
2010-02-08,0.02200663648545742,-0.010528508573770523,0,2010
2010-02-09,0.01615739054977894,-0.0004899353953078389,0,2010
2010-02-10,0.011693118140101433,-0.006060844752937555,0,2010
2010-02-11,0.022145679220557213,0.004708557389676571,0,2010
2010-02-12,0.025561701506376266,-0.018960464745759964,0,2010
2010-02-16,0.012638541869819164,0.0016952933510765433,0,2010
2010-02-17,0.024868078529834747,-0.0026067718863487244,0,2010
2010-02-18,0.030241768807172775,-0.005295273382216692,0,2010
