,VaR_pred,loss_real,viol,year
2010-01-04,0.01073632575571537,-0.001400684122927487,0,2010
2010-01-05,0.012809918262064457,-0.00640800641849637,0,2010
2010-01-06,0.01150828879326582,0.0021468966733664274,0,2010
2010-01-07,0.014468465000391006,-0.0032343596685677767,0,2010
2010-01-08,0.015405207872390747,-0.003497055498883128,0,2010
2010-01-11,0.02086818218231201,0.008993388153612614,0,2010
2010-01-12,0.026992954313755035,0.00016848645464051515,0,2010
2010-01-13,0.029690459370613098,-0.0015270801959559321,0,2010
2010-01-14,0.026960989460349083,0.008526680059731007,0,2010
2010-01-15,0.04160372167825699,-0.004884980618953705,0,2010
2010-01-19,0.01749267987906933,0.012289252132177353,0,2010
2010-01-20,0.019541800022125244,0.009025524370372295,0,2010
2010-01-21,0.018520066514611244,0.010230769403278828,0,2010
2010-01-22,0.010441500693559647,-0.00362420198507607,0,2010
2010-01-25,0.02301543578505516,0.0023791873827576637,0,2010
2010-01-26,0.014398057945072651,0.005499556660652161,0,2010
2010-01-27,0.020035460591316223,0.003571793669834733,0,2010
2010-01-28,0.011637689545750618,0.004813417326658964,0,2010
2010-01-29,0.015454000793397427,-0.011087266728281975,0,2010
2010-02-01,0.01141052134335041,-0.013360830023884773,0,2010
2010-02-02,0.01208352018147707,0.004857221618294716,0,2010
2010-02-03,0.014418556354939938,0.026196617633104324,1,2010
2010-02-04,0.013231761753559113,0.007062164135277271,0,2010
2010-02-05,0.014799214899539948,-0.0021781274117529392,0,2010
2010-02-08,0.021926643326878548,-0.010528508573770523,0,2010
2010-02-09,0.01609772816300392,-0.0004899353953078389,0,2010
2010-02-10,0.011684650555253029,-0.006060844752937555,0,2010
2010-02-11,0.02216976508498192,0.004708557389676571,0,2010
2010-02-12,0.025551186874508858,-0.018960464745759964,0,2010
2010-02-16,0.012627849355340004,0.0016952933510765433,0,2010
2010-02-17,0.024852225556969643,-0.0026067718863487244,0,2010
2010-02-18,0.03020527958869934,-0.005295273382216692,0,2010
2010-02-19,0.010173309594392776,0.0011870861053466797,0,2010
2010-02-22,0.01918831467628479,0.00713774049654603,0,2010
2010-02-23,0.04471542686223984,-0.004026487469673157,0,2010
2010-02-24,0.030979450792074203,0.0023696287535130978,0,2010
2010-02-25,0.024650411680340767,-0.007651959545910358,0,2010
2010-02-26,0.017708685249090195,0.0012994251446798444,0,2010
2010-03-01,0.03157166391611099,-0.007301367819309235,0,2010
2010-03-02,0.02287766896188259,-0.005055135581642389,0,2010
2010-03-03,0.019483240321278572,0.004039671737700701,0,2010
2010-03-04,0.027717435732483864,-0.006071452051401138,0,2010
2010-03-05,0.01925492472946644,0.001822567661292851,0,2010
2010-03-08,0.017639432102441788,0.0005097715184092522,0,2010
2010-03-09,0.029323287308216095,-2.4294842660310678e-05,0,2010
2010-03-10,0.01882551982998848,-0.0013284619199112058,0,2010
2010-03-11,0.028184441849589348,0.0018070681253448129,0,2010
2010-03-12,0.022384589537978172,0.004181494005024433,0,2010
2010-03-15,0.021547382697463036,-0.011433129198849201,0,2010
2010-03-16,0.011826966889202595,-0.004270377103239298,0,2010
2010-03-17,0.012329244054853916,0.0035789143294095993,0,2010
2010-03-18,0.01660069078207016,0.009733463637530804,0,2010
2010-03-19,0.012354206293821335,-0.002064720494672656,0,2010
2010-03-22,0.019080504775047302,-0.0019242631969973445,0,2010
2010-03-23,0.025875652208924294,0.011067261919379234,0,2010
2010-03-24,0.02451755478978157,0.0008865906274877489,0,2010
2010-03-25,0.02118811011314392,-0.0029329059179872274,0,2010
2010-03-26,0.017948703840374947,-0.008353536017239094,0,2010
2010-03-29,0.018418913707137108,0.001198567682877183,0,2010
2010-03-30,0.0160809475928545,-0.00599525636062026,0,2010
2010-03-31,0.012884778901934624,-0.00692554609850049,0,2010
2010-04-01,0.016400795429944992,-0.0038362108170986176,0,2010
2010-04-05,0.01997649297118187,-0.000523836410138756,0,2010
2010-04-06,0.02143169194459915,-4.485024692257866e-05,0,2010
2010-04-07,0.033471837639808655,0.0005231280229054391,0,2010
2010-04-08,0.021829336881637573,-0.0040739127434790134,0,2010
2010-04-09,0.019890809431672096,-0.0010101428488269448,0,2010
2010-04-12,0.026997925713658333,0.0015072822570800781,0,2010
2010-04-13,0.02260758727788925,-0.007663085125386715,0,2010
