Model,w,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,UC Test,p_CC,CC Test,p_DQ,DQ Test,p_Mean,Valid(CC&DQ)
Softplus base w=1,1,3762,37.62000000000003,36,0.009569377990430622,0.00043062200956938725,-0.00043062200956938725,0.0002830109375593939,0.018417397112384954,0.018216947114648593,0.0300894156098365,0.0074033010751008,0.017325955213036384,0.0300894156098365,0,0.7891812934474971,PASS,0.016971950990587237,FAIL,0.0,FAIL,0.2687177481460281,NO
Softplus + ratios + shocks,1,3762,37.62000000000003,32,0.008506113769271665,0.0014938862307283442,-0.0014938862307283442,0.0002744768410244853,0.01885787065001034,0.018684098656214516,0.028376080095767975,0.008985467255115509,0.01903563701877912,0.028376080095767975,0,0.34458967091981607,PASS,0.060604706724251334,PASS,0.0,FAIL,0.13506479254802248,NO
