,VaR_pred,loss_real,viol,year
2019-01-02,0.023789020255208015,0.001923145609907806,0,2019
2019-01-03,0.028629140928387642,-0.00866301916539669,0,2019
2019-01-04,0.018419764935970306,-0.004140570294111967,0,2019
2019-01-07,0.025468645617365837,-0.0072075785137712955,0,2019
2019-01-08,0.022130807861685753,-0.011575083248317242,0,2019
2019-01-09,0.021260911598801613,-0.0026860295329242945,0,2019
2019-01-10,0.017516398802399635,0.00367681123316288,0,2019
2019-01-11,0.017932910472154617,0.0059608472511172295,0,2019
2019-01-14,0.023172792047262192,-0.007949828170239925,0,2019
2019-01-15,0.022496894001960754,-0.0009528879309073091,0,2019
2019-01-16,0.020022578537464142,0.0001946048141689971,0,2019
2019-01-17,0.018375471234321594,-0.006915209349244833,0,2019
2019-01-18,0.02189796417951584,0.007004948332905769,0,2019
2019-01-22,0.019664328545331955,-0.0005342363147065043,0,2019
2019-01-23,0.0211785975843668,-0.0026402573566883802,0,2019
2019-01-24,0.0196082703769207,-0.004850271623581648,0,2019
2019-01-25,0.020253486931324005,0.0054313791915774345,0,2019
2019-01-28,0.019854256883263588,-0.006485580001026392,0,2019
2019-01-29,0.019348349422216415,-0.00732181454077363,0,2019
2019-01-30,0.02086573839187622,-0.003403187496587634,0,2019
2019-01-31,0.018869314342737198,-0.003409000812098384,0,2019
2019-02-01,0.021014085039496422,0.0019357483834028244,0,2019
2019-02-04,0.02242608182132244,0.0023880964145064354,0,2019
2019-02-05,0.01941608637571335,0.00016943564696703106,0,2019
2019-02-06,0.020986763760447502,0.007154189515858889,0,2019
2019-02-07,0.02112368866801262,-0.000883320695720613,0,2019
2019-02-08,0.01945558562874794,0.002622474217787385,0,2019
2019-02-11,0.019471468403935432,-0.004445360507816076,0,2019
2019-02-12,0.021229296922683716,-0.004323430359363556,0,2019
2019-02-13,0.0214511901140213,-0.0009054880938492715,0,2019
2019-02-14,0.02037408947944641,-0.008066302165389061,0,2019
2019-02-15,0.02235545963048935,-0.006039261817932129,0,2019
2019-02-19,0.020976580679416656,-0.004279941786080599,0,2019
2019-02-20,0.020787114277482033,0.004070547875016928,0,2019
2019-02-21,0.021566053852438927,-0.0037228299770504236,0,2019
2019-02-22,0.019590238109230995,0.006886616814881563,0,2019
2019-02-25,0.021332165226340294,-0.0008310754783451557,0,2019
2019-02-26,0.019051922485232353,-0.0036370866000652313,0,2019
2019-02-27,0.02057083137333393,0.0010755863040685654,0,2019
2019-02-28,0.019670633599162102,0.006941580213606358,0,2019
2019-03-01,0.0197871346026659,-0.0008967163157649338,0,2019
2019-03-04,0.020430531352758408,0.0013325191102921963,0,2019
2019-03-05,0.021661408245563507,0.0020403326489031315,0,2019
2019-03-06,0.020015031099319458,-0.0005486805457621813,0,2019
2019-03-07,0.019692374393343925,0.0022431714460253716,0,2019
2019-03-08,0.020368123427033424,-0.004650465678423643,0,2019
2019-03-11,0.02057647332549095,-0.0030620188917964697,0,2019
2019-03-12,0.01838620752096176,-0.008359530009329319,0,2019
2019-03-13,0.02061808854341507,0.0006591120036318898,0,2019
2019-03-14,0.02149687334895134,-0.0022101509384810925,0,2019
2019-03-15,0.019643006846308708,-0.0023826181422919035,0,2019
2019-03-18,0.021356046199798584,-0.0006487994105555117,0,2019
2019-03-19,0.019613636657595634,-0.003127999370917678,0,2019
2019-03-20,0.019218070432543755,-0.004706935025751591,0,2019
2019-03-21,0.0211917906999588,0.005605817772448063,0,2019
2019-03-22,0.019176708534359932,0.00023935921490192413,0,2019
2019-03-25,0.01914910040795803,-0.004234415479004383,0,2019
2019-03-26,0.020924922078847885,0.0035219553392380476,0,2019
2019-03-27,0.02051398903131485,0.0031380318105220795,0,2019
2019-03-28,0.020002072677016258,-0.003945939242839813,0,2019
2019-03-29,0.020985962823033333,-0.004862450994551182,0,2019
2019-04-01,0.02230021171271801,-0.003458240767940879,0,2019
2019-04-02,0.019144419580698013,0.0006279833614826202,0,2019
2019-04-03,0.02009190246462822,-9.692567982710898e-05,0,2019
2019-04-04,0.021175498142838478,-0.003993070684373379,0,2019
2019-04-05,0.020672950893640518,-0.004953088704496622,0,2019
2019-04-08,0.020165393128991127,0.0005255370051600039,0,2019
2019-04-09,0.0201935563236475,-0.004170754924416542,0,2019
2019-04-10,0.020504573360085487,0.006647404283285141,0,2019
2019-04-11,0.01990319974720478,-0.0013921755598857999,0,2019
2019-04-12,0.019448617473244667,0.001204212079755962,0,2019
2019-04-15,0.020239420235157013,0.0007639387622475624,0,2019
2019-04-16,0.02025657705962658,0.0017401841469109058,0,2019
2019-04-17,0.020561980083584785,-0.0017097146483138204,0,2019
2019-04-18,0.020337756723165512,-0.004478564020246267,0,2019
2019-04-22,0.02063959278166294,-0.0035355344880372286,0,2019
2019-04-23,0.02025831863284111,0.0005631006206385791,0,2019
2019-04-24,0.019589440897107124,0.003614060813561082,0,2019
2019-04-25,0.021329402923583984,0.0033584253396838903,0,2019
2019-04-26,0.020509790629148483,0.00031316722743213177,0,2019
2019-04-29,0.020356660708785057,-0.003155743470415473,0,2019
2019-04-30,0.02074548974633217,0.002236835425719619,0,2019
2019-05-01,0.019662095233798027,0.008809427730739117,0,2019
