Model,w,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,UC Test,p_CC,CC Test,p_DQ,DQ Test,p_Mean,Valid(CC&DQ),DQ_lags_1,p_DQ_lags_1,DQ_lags_1_Test,DQ_lags_2,p_DQ_lags_2,DQ_lags_2_Test,DQ_lags_4,p_DQ_lags_4,DQ_lags_4_Test,DQ_lags_5,p_DQ_lags_5,DQ_lags_5_Test,DQ_lags_10,p_DQ_lags_10,DQ_lags_10_Test
Softplus + SiLU LayerNorm + downside pressure,1,3762,37.62000000000003,39,0.01036682615629984,0.00036682615629983137,0.00036682615629983137,0.0002940247307176131,0.020153445312974774,0.01996608127162538,0.05229432135820389,0.007710879202932119,0.01965282726810273,0.04007888585329056,0,0.8221513182147243,PASS,0.18381200122962227,PASS,1.2685452688288024e-10,FAIL,0.33532110652373365,NO,6.489043445356796,0.03898720659559729,FAIL,38.361569935181656,2.3696680617746324e-08,FAIL,55.06039533688523,1.2685452688288024e-10,FAIL,58.64072425233932,8.496492398535338e-11,FAIL,76.18179500274718,8.038014698286133e-12,FAIL
