Model,w,T,Expected Viol.,Violations,Violation Rate,VR Gap,Coverage Bias,Tick Loss,Winkler Score,Mean VaR Level,Max VaR Level,Min VaR Level,Mean VaR 2020,Max VaR 2020,n_negative_var,p_UC,UC Test,p_CC,CC Test,p_DQ,DQ Test,p_Mean,Valid(CC&DQ)
Softplus + SiLU Gated Regime,1,3762,37.62000000000003,48,0.012759170653907496,0.002759170653907487,0.002759170653907487,0.00028381693625624543,0.017769916715009715,0.017554454753004066,0.02912864275276661,0.010014193132519722,0.017489117811400577,0.02608247846364975,0,0.10284806616333386,PASS,0.0953057081039369,PASS,2.220446049250313e-16,FAIL,0.06605125808909033,NO
